algorithm,dataset,num_clusters,modularity,clustering_time,total_runtime,num_nodes,num_edges,initial_partition,date,timestamp
python_louvain,hyperedges-senate-committees_20250510-2section_20250510_203202_634cb0ab.pickle,4,0.2463153163853254,0.1493852138519287,0.15455079078674316,282,14208,None,2025-05-10,23:12:22
